task_id,benchmark,entropy,length_words,bucket,pass_fp,pass_q,model,technique,degraded,helped
BigCodeBench/1119,BigCodeBench,5.362207072676478,58,Low,1,1,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1120,BigCodeBench,5.956424090154458,88,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1121,BigCodeBench,5.956424090154458,88,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1122,BigCodeBench,5.790223989277814,85,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1123,BigCodeBench,6.072066649215463,124,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1124,BigCodeBench,5.886876494112947,112,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1125,BigCodeBench,5.732983161049545,84,Low,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1126,BigCodeBench,5.440361758939866,55,Low,1,1,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1127,BigCodeBench,5.624747626002142,80,Low,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1128,BigCodeBench,5.943964299708046,101,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1129,BigCodeBench,5.979097891134811,104,High,0,1,CodeLlama-7B-Instruct,AWQ,0,1
BigCodeBench/1130,BigCodeBench,5.4998288046042525,69,Low,1,1,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1131,BigCodeBench,5.644318263694546,76,Low,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1132,BigCodeBench,5.599112774170538,84,Low,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1133,BigCodeBench,5.704987371656209,85,Low,1,1,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1134,BigCodeBench,5.75527950842606,102,High,0,1,CodeLlama-7B-Instruct,AWQ,0,1
BigCodeBench/1135,BigCodeBench,5.720008725308061,96,Low,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1136,BigCodeBench,5.755880995724388,87,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1137,BigCodeBench,5.494309137239127,60,Low,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1138,BigCodeBench,5.73586309613736,90,Low,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/1139,BigCodeBench,5.838390439830199,107,High,0,0,CodeLlama-7B-Instruct,AWQ,0,0
BigCodeBench/0,BigCodeBench,5.530834946866853,84,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/1,BigCodeBench,5.570605491680631,91,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/2,BigCodeBench,5.39240711859288,76,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/3,BigCodeBench,5.707071951051538,93,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/4,BigCodeBench,5.683022406442536,103,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/5,BigCodeBench,5.859997203270879,117,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/6,BigCodeBench,5.794017450226483,106,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/7,BigCodeBench,6.0042335007312415,128,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/8,BigCodeBench,5.604600085032655,97,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/9,BigCodeBench,5.759183719779186,80,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/10,BigCodeBench,5.702506208490507,122,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/11,BigCodeBench,5.573616233098202,84,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/12,BigCodeBench,5.924581528800371,119,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/13,BigCodeBench,6.074484923516686,182,High,0,1,CodeLlama-7B-Instruct,GPTQ,0,1
BigCodeBench/14,BigCodeBench,5.981065292764432,126,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/15,BigCodeBench,5.940381358078006,132,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/16,BigCodeBench,5.726365840889877,90,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/17,BigCodeBench,5.627261916749114,84,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/18,BigCodeBench,5.994341525428115,108,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/19,BigCodeBench,5.59861463155189,84,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/20,BigCodeBench,5.785581065670064,73,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/21,BigCodeBench,6.3477327486943445,118,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/22,BigCodeBench,5.883947614028524,95,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/23,BigCodeBench,6.103734019716198,119,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/24,BigCodeBench,5.718580852071095,87,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/25,BigCodeBench,5.35390925890053,55,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/26,BigCodeBench,5.203723326306538,62,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/27,BigCodeBench,5.958428213195632,94,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/28,BigCodeBench,5.519454882778696,64,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/29,BigCodeBench,5.3312708498489565,55,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/30,BigCodeBench,6.35185787537703,129,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/31,BigCodeBench,6.004586870475055,116,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/32,BigCodeBench,5.34499607716102,55,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/33,BigCodeBench,5.332505338219005,70,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/34,BigCodeBench,5.467872085612743,76,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/35,BigCodeBench,5.68081261591593,74,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/36,BigCodeBench,6.119522262948256,90,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/37,BigCodeBench,5.882293009861487,132,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/38,BigCodeBench,6.105239648336088,128,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/39,BigCodeBench,6.604894255582911,189,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/40,BigCodeBench,5.953782293776776,98,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/41,BigCodeBench,5.58291579996328,72,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/42,BigCodeBench,6.115105096002669,161,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/43,BigCodeBench,6.012469766009996,104,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/44,BigCodeBench,5.522665866803593,62,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/45,BigCodeBench,5.931395275684769,116,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/46,BigCodeBench,5.839826738065285,78,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/47,BigCodeBench,5.457361074259227,63,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/48,BigCodeBench,5.768237889460179,83,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/49,BigCodeBench,6.024949195643151,147,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/50,BigCodeBench,6.239213698526966,149,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/51,BigCodeBench,6.293977741711068,158,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/52,BigCodeBench,5.573557262275184,60,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/53,BigCodeBench,6.1249664416572855,105,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/54,BigCodeBench,5.667146239131575,71,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/55,BigCodeBench,6.173917717066745,139,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/56,BigCodeBench,5.590493280150367,61,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/57,BigCodeBench,5.617906912780069,74,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/58,BigCodeBench,5.638977225047069,71,Low,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/59,BigCodeBench,5.416375676407144,59,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/60,BigCodeBench,5.225186429663007,45,Low,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/61,BigCodeBench,6.043874935061024,147,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/62,BigCodeBench,5.559968204280352,71,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/63,BigCodeBench,5.737794372539308,99,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/64,BigCodeBench,5.962312109983478,96,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/65,BigCodeBench,6.101185835540132,132,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/66,BigCodeBench,6.262668764537184,206,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/67,BigCodeBench,5.753221083069265,85,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/68,BigCodeBench,5.640983468779042,78,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/69,BigCodeBench,6.004020984294935,108,High,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/70,BigCodeBench,6.260269408096195,123,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/71,BigCodeBench,5.980306516318201,104,High,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/72,BigCodeBench,6.369917659389697,176,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/73,BigCodeBench,6.327802596395953,157,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/74,BigCodeBench,5.892573949408303,103,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/75,BigCodeBench,5.983976567291412,108,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/76,BigCodeBench,5.910718923140984,118,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/77,BigCodeBench,6.620399668314984,209,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/78,BigCodeBench,5.800677920173419,97,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/79,BigCodeBench,5.856319777394916,91,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/80,BigCodeBench,5.82637013015619,100,High,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/81,BigCodeBench,5.871115365169276,96,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/82,BigCodeBench,6.307397894807186,129,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/83,BigCodeBench,5.709832065411107,69,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/84,BigCodeBench,6.162723800613556,117,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/85,BigCodeBench,6.443674518036232,171,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/86,BigCodeBench,5.882981885998276,89,High,0,1,CodeLlama-7B-Instruct,GPTQ,0,1
BigCodeBench/87,BigCodeBench,5.770551563912267,72,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/88,BigCodeBench,5.897081324419228,86,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/89,BigCodeBench,6.141821003921745,140,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/90,BigCodeBench,5.868495708508941,95,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/91,BigCodeBench,5.8444679573686615,90,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/92,BigCodeBench,5.999764308334701,98,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/93,BigCodeBench,5.841571377237818,85,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/94,BigCodeBench,6.386985875344442,190,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/95,BigCodeBench,6.601019300828495,170,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/96,BigCodeBench,5.881195677121937,115,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/97,BigCodeBench,5.4737310006510205,84,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/98,BigCodeBench,5.732322961280158,92,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/99,BigCodeBench,6.324907223435944,146,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/100,BigCodeBench,6.011612357099482,114,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/101,BigCodeBench,5.682935401402811,80,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/102,BigCodeBench,5.899812109983478,96,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/103,BigCodeBench,5.821192145160001,93,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/104,BigCodeBench,6.074291492383754,104,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/105,BigCodeBench,5.999464600540033,109,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/106,BigCodeBench,6.245217253949488,124,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/107,BigCodeBench,5.952821983011464,93,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/108,BigCodeBench,6.038151316918194,99,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/109,BigCodeBench,6.132413550022353,110,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/110,BigCodeBench,5.668359266852248,70,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/111,BigCodeBench,5.542748326446119,62,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/112,BigCodeBench,5.800751953688407,96,High,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/113,BigCodeBench,6.036181640230992,127,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/114,BigCodeBench,5.940596870790182,120,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/115,BigCodeBench,5.753654764366513,114,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/116,BigCodeBench,6.564764373860651,172,High,0,1,CodeLlama-7B-Instruct,GPTQ,0,1
BigCodeBench/117,BigCodeBench,6.538481640464321,195,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/118,BigCodeBench,5.520580641765532,85,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/119,BigCodeBench,6.079533134249979,106,High,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/120,BigCodeBench,6.671927312212318,197,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/121,BigCodeBench,6.045357960653363,108,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/122,BigCodeBench,5.48253546137422,92,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/123,BigCodeBench,5.831017605537622,99,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/124,BigCodeBench,6.335478296353459,213,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/125,BigCodeBench,5.586942607845389,84,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/126,BigCodeBench,6.27444649798615,131,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/127,BigCodeBench,5.7815202856381225,97,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/128,BigCodeBench,5.800417118959401,92,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/129,BigCodeBench,6.363140715319718,201,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/130,BigCodeBench,5.602317219268908,95,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/131,BigCodeBench,5.623369850847856,95,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/132,BigCodeBench,5.994443039828715,106,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/133,BigCodeBench,5.824875775583775,104,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/134,BigCodeBench,5.637562344097662,93,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/135,BigCodeBench,5.829468772144375,107,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/136,BigCodeBench,5.947046645244505,110,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/137,BigCodeBench,5.133450408281977,63,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/138,BigCodeBench,5.868511276638647,92,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/139,BigCodeBench,5.938031631881993,111,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/140,BigCodeBench,5.483605505203013,65,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/141,BigCodeBench,6.360895304386376,147,High,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/142,BigCodeBench,5.811889842139712,120,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/143,BigCodeBench,6.193623076376426,155,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/144,BigCodeBench,6.01048800588423,121,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/145,BigCodeBench,5.266914520155993,56,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/146,BigCodeBench,5.830361548330743,92,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/147,BigCodeBench,5.692835653158238,79,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/148,BigCodeBench,5.247362905339698,49,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/149,BigCodeBench,6.033660689688196,100,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/150,BigCodeBench,6.035392554309699,109,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/151,BigCodeBench,6.003808897690765,95,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/152,BigCodeBench,6.330936532038927,124,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/153,BigCodeBench,5.713730209535317,73,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/154,BigCodeBench,5.511608462930337,73,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/155,BigCodeBench,6.1049647824596445,94,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/156,BigCodeBench,6.017564284943828,100,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/157,BigCodeBench,6.036433982247286,98,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/158,BigCodeBench,5.244818349809623,55,Low,0,1,CodeLlama-7B-Instruct,GPTQ,0,1
BigCodeBench/159,BigCodeBench,6.082324686346654,110,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/160,BigCodeBench,6.594156346746142,183,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/161,BigCodeBench,6.2511684692444565,123,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/162,BigCodeBench,5.8616007397504815,95,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/163,BigCodeBench,5.59340034860444,72,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/164,BigCodeBench,6.014839610644452,89,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/165,BigCodeBench,5.632659765557392,64,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/166,BigCodeBench,6.145408147161064,118,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/167,BigCodeBench,5.947845823084418,88,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/168,BigCodeBench,5.964387644400935,89,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/169,BigCodeBench,5.978642410322123,94,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/170,BigCodeBench,5.88052476290018,90,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/171,BigCodeBench,6.266086507800775,134,High,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/172,BigCodeBench,5.294309137239127,60,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/173,BigCodeBench,5.841052369680907,87,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/174,BigCodeBench,5.435273332151943,67,Low,1,0,CodeLlama-7B-Instruct,GPTQ,1,0
BigCodeBench/175,BigCodeBench,6.362880404771009,156,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/176,BigCodeBench,5.609057507296055,78,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/177,BigCodeBench,6.0028759833561285,93,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/178,BigCodeBench,5.355630689177166,72,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/179,BigCodeBench,6.192244872578634,137,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/180,BigCodeBench,5.959304950564273,97,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/181,BigCodeBench,5.185816304394412,55,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/182,BigCodeBench,6.055077628219283,93,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/183,BigCodeBench,5.150324384887384,49,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/184,BigCodeBench,7.182527968925715,175,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/185,BigCodeBench,6.193282581901292,95,High,0,1,CodeLlama-7B-Instruct,GPTQ,0,1
BigCodeBench/186,BigCodeBench,5.759183719779186,80,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/187,BigCodeBench,6.161533376414887,91,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/188,BigCodeBench,6.44597413289772,124,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/189,BigCodeBench,6.120229079166717,97,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/190,BigCodeBench,6.025789567121026,122,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/191,BigCodeBench,5.7376941743193655,90,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/192,BigCodeBench,6.338039816898148,108,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/193,BigCodeBench,6.455681878942965,213,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/194,BigCodeBench,5.691956523742682,75,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/195,BigCodeBench,4.8505343870129645,42,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/196,BigCodeBench,5.785134161292539,101,High,0,1,CodeLlama-7B-Instruct,GPTQ,0,1
BigCodeBench/197,BigCodeBench,5.434427959536127,68,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/198,BigCodeBench,5.981159702874662,122,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/199,BigCodeBench,6.504796297601683,150,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/200,BigCodeBench,5.689809474103899,82,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/201,BigCodeBench,5.811590785901459,111,High,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/202,BigCodeBench,5.32923993181758,72,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/203,BigCodeBench,5.770551563912267,72,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/204,BigCodeBench,5.64152338991825,65,Low,1,1,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/205,BigCodeBench,5.990740760310783,92,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/206,BigCodeBench,4.963216209035258,53,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/207,BigCodeBench,5.198101883546501,47,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/208,BigCodeBench,5.931345749062127,126,High,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/209,BigCodeBench,5.6767336819377725,72,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/210,BigCodeBench,5.690254490614657,87,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/211,BigCodeBench,5.266914520155992,56,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
BigCodeBench/212,BigCodeBench,5.49587634211718,85,Low,0,0,CodeLlama-7B-Instruct,GPTQ,0,0
