task_id,benchmark,entropy,length_words,bucket
BigCodeBench/206,BigCodeBench,4.963216209035258,53,Low
BigCodeBench/207,BigCodeBench,5.198101883546501,47,Low
BigCodeBench/208,BigCodeBench,5.931345749062127,126,High
BigCodeBench/209,BigCodeBench,5.6767336819377725,72,Low
BigCodeBench/210,BigCodeBench,5.690254490614657,87,Low
BigCodeBench/211,BigCodeBench,5.266914520155992,56,Low
BigCodeBench/212,BigCodeBench,5.49587634211718,85,Low
BigCodeBench/213,BigCodeBench,5.595973202073108,90,Low
BigCodeBench/214,BigCodeBench,5.638471355518837,72,Low
BigCodeBench/215,BigCodeBench,6.291538885162144,125,High
BigCodeBench/216,BigCodeBench,5.701209564709829,100,Low
BigCodeBench/217,BigCodeBench,5.6721898083188105,113,Low
BigCodeBench/218,BigCodeBench,6.112928326336732,123,High
BigCodeBench/219,BigCodeBench,5.471665031077731,100,Low
BigCodeBench/220,BigCodeBench,5.8087513512471665,84,High
BigCodeBench/221,BigCodeBench,6.3544777886054336,116,High
BigCodeBench/222,BigCodeBench,5.55285575194573,80,Low
BigCodeBench/223,BigCodeBench,6.343473956456797,140,High
BigCodeBench/224,BigCodeBench,5.959200727214465,159,High
BigCodeBench/225,BigCodeBench,5.68201599528136,79,Low
BigCodeBench/226,BigCodeBench,5.582644981137962,70,Low
BigCodeBench/227,BigCodeBench,6.229261392788777,169,High
BigCodeBench/228,BigCodeBench,6.291654707978248,143,High
BigCodeBench/229,BigCodeBench,5.889548340087887,95,High
BigCodeBench/230,BigCodeBench,6.154993393414601,119,High
BigCodeBench/231,BigCodeBench,5.80609895975067,96,High
BigCodeBench/232,BigCodeBench,6.01439185688558,102,High
BigCodeBench/233,BigCodeBench,6.1024471275944245,105,High
BigCodeBench/234,BigCodeBench,5.865635733538894,109,High
BigCodeBench/235,BigCodeBench,5.941108939837473,112,High
BigCodeBench/236,BigCodeBench,5.996792104191914,108,High
BigCodeBench/237,BigCodeBench,6.010174453172381,112,High
BigCodeBench/238,BigCodeBench,5.917888542207537,96,High
BigCodeBench/239,BigCodeBench,6.118426977631667,104,High
BigCodeBench/240,BigCodeBench,5.496966990003134,59,Low
BigCodeBench/241,BigCodeBench,5.601893984232553,81,Low
BigCodeBench/242,BigCodeBench,5.896422923894944,93,High
BigCodeBench/243,BigCodeBench,6.2378931099567545,99,High
BigCodeBench/244,BigCodeBench,5.5658353003519165,105,Low
BigCodeBench/245,BigCodeBench,5.836714492978694,69,High
BigCodeBench/246,BigCodeBench,6.072658242200413,152,High
BigCodeBench/247,BigCodeBench,6.252231747184925,109,High
BigCodeBench/248,BigCodeBench,5.342634010006702,61,Low
BigCodeBench/249,BigCodeBench,6.063194698135019,93,High
BigCodeBench/250,BigCodeBench,5.591771669014776,82,Low
BigCodeBench/251,BigCodeBench,5.429003731107056,70,Low
BigCodeBench/252,BigCodeBench,5.839826738065286,78,High
BigCodeBench/253,BigCodeBench,5.724191481544082,78,Low
BigCodeBench/254,BigCodeBench,5.115303359518974,56,Low
BigCodeBench/255,BigCodeBench,5.914671909967524,91,High
BigCodeBench/256,BigCodeBench,5.752447903466422,106,Low
BigCodeBench/257,BigCodeBench,5.657963659459966,79,Low
BigCodeBench/258,BigCodeBench,6.120169288839408,143,High
BigCodeBench/259,BigCodeBench,5.837312109983479,96,High
BigCodeBench/260,BigCodeBench,5.768392813726551,95,High
BigCodeBench/261,BigCodeBench,5.703926854683051,81,Low
BigCodeBench/262,BigCodeBench,5.3740573772988505,56,Low
BigCodeBench/263,BigCodeBench,6.040538932945216,96,High
BigCodeBench/264,BigCodeBench,5.930192900200254,113,High
BigCodeBench/265,BigCodeBench,5.404799102497941,79,Low
BigCodeBench/266,BigCodeBench,5.185375407352566,53,Low
BigCodeBench/267,BigCodeBench,5.895689928122552,105,High
BigCodeBench/268,BigCodeBench,6.070930231037756,99,High
BigCodeBench/269,BigCodeBench,6.29148443765198,132,High
BigCodeBench/270,BigCodeBench,5.4655602832042485,69,Low
BigCodeBench/271,BigCodeBench,5.953928056651581,112,High
BigCodeBench/272,BigCodeBench,6.270405546303768,161,High
BigCodeBench/273,BigCodeBench,6.5871462116883075,216,High
BigCodeBench/274,BigCodeBench,6.413225719313906,162,High
BigCodeBench/275,BigCodeBench,5.621827545886886,79,Low
BigCodeBench/276,BigCodeBench,5.165463998631682,81,Low
BigCodeBench/277,BigCodeBench,5.9894886870099295,94,High
BigCodeBench/278,BigCodeBench,5.8520750028311985,81,High
BigCodeBench/279,BigCodeBench,6.147461112330261,104,High
BigCodeBench/280,BigCodeBench,5.921040320853644,109,High
BigCodeBench/281,BigCodeBench,5.648955904159996,72,Low
BigCodeBench/282,BigCodeBench,5.59049465075019,75,Low
BigCodeBench/283,BigCodeBench,5.540369125143361,76,Low
BigCodeBench/284,BigCodeBench,5.572362859939173,63,Low
BigCodeBench/285,BigCodeBench,5.474527190344814,65,Low
BigCodeBench/286,BigCodeBench,5.883987283399407,87,High
BigCodeBench/287,BigCodeBench,5.289898095464287,60,Low
BigCodeBench/288,BigCodeBench,5.219783230714408,76,Low
BigCodeBench/289,BigCodeBench,6.013360394186669,86,High
BigCodeBench/290,BigCodeBench,5.406890595608518,60,Low
BigCodeBench/291,BigCodeBench,5.37405737729885,56,Low
BigCodeBench/292,BigCodeBench,5.614564546060618,83,Low
BigCodeBench/293,BigCodeBench,5.169969392667922,89,Low
BigCodeBench/294,BigCodeBench,5.58502798189955,78,Low
BigCodeBench/295,BigCodeBench,5.553808443351081,91,Low
BigCodeBench/296,BigCodeBench,5.826362734223704,108,High
BigCodeBench/297,BigCodeBench,5.1981018835465,47,Low
BigCodeBench/298,BigCodeBench,6.395121623145467,168,High
BigCodeBench/299,BigCodeBench,5.275497816864927,94,Low
BigCodeBench/300,BigCodeBench,6.16454615997313,137,High
BigCodeBench/301,BigCodeBench,5.69155682950114,83,Low
BigCodeBench/302,BigCodeBench,6.242665442723392,132,High
BigCodeBench/303,BigCodeBench,5.914411982042861,98,High
BigCodeBench/304,BigCodeBench,6.227105674680347,130,High
BigCodeBench/305,BigCodeBench,5.525502123995105,70,Low
BigCodeBench/306,BigCodeBench,5.762980205811214,82,High
BigCodeBench/307,BigCodeBench,5.7345123817507755,76,Low
BigCodeBench/308,BigCodeBench,6.422288087417013,163,High
BigCodeBench/309,BigCodeBench,5.668682990827825,81,Low
BigCodeBench/310,BigCodeBench,5.737262635501183,78,Low
BigCodeBench/311,BigCodeBench,5.622021690438194,75,Low
BigCodeBench/312,BigCodeBench,5.343898136046725,51,Low
BigCodeBench/313,BigCodeBench,5.919443824176215,89,High
BigCodeBench/314,BigCodeBench,5.484069531114784,64,Low
BigCodeBench/315,BigCodeBench,6.268009195155382,127,High
BigCodeBench/316,BigCodeBench,5.651698124868109,62,Low
BigCodeBench/317,BigCodeBench,5.494309137239126,60,Low
BigCodeBench/318,BigCodeBench,5.68658188256133,82,Low
BigCodeBench/319,BigCodeBench,5.753221083069264,85,Low
BigCodeBench/320,BigCodeBench,5.383755889884965,65,Low
BigCodeBench/321,BigCodeBench,5.95545306188514,143,High
BigCodeBench/322,BigCodeBench,5.557799819097006,69,Low
BigCodeBench/323,BigCodeBench,6.074801438047944,115,High
BigCodeBench/324,BigCodeBench,4.90011572407751,41,Low
BigCodeBench/325,BigCodeBench,6.013074310433273,91,High
BigCodeBench/326,BigCodeBench,5.582949637843523,69,Low
BigCodeBench/327,BigCodeBench,5.720772463993187,69,Low
BigCodeBench/328,BigCodeBench,5.940651002953922,95,High
BigCodeBench/329,BigCodeBench,5.893791310737963,91,High
BigCodeBench/330,BigCodeBench,5.328418303600467,57,Low
BigCodeBench/331,BigCodeBench,5.557228196622326,74,Low
BigCodeBench/332,BigCodeBench,5.301307266176411,52,Low
BigCodeBench/333,BigCodeBench,5.476064195050475,66,Low
BigCodeBench/334,BigCodeBench,5.267456758861195,55,Low
BigCodeBench/335,BigCodeBench,5.865188754394811,87,High
BigCodeBench/336,BigCodeBench,5.416375676407143,59,Low
BigCodeBench/337,BigCodeBench,6.219161241992426,131,High
BigCodeBench/338,BigCodeBench,5.784261705548279,113,High
BigCodeBench/339,BigCodeBench,5.536933387049371,71,Low
BigCodeBench/340,BigCodeBench,5.68386043218865,94,Low
BigCodeBench/341,BigCodeBench,6.022801632886597,122,High
BigCodeBench/342,BigCodeBench,5.774887351563315,102,High
BigCodeBench/343,BigCodeBench,6.242951316768897,132,High
BigCodeBench/344,BigCodeBench,5.526301168709041,71,Low
BigCodeBench/345,BigCodeBench,5.753672579599748,77,High
BigCodeBench/346,BigCodeBench,5.645789468318083,82,Low
BigCodeBench/347,BigCodeBench,5.889902358074071,89,High
BigCodeBench/348,BigCodeBench,5.71659786567412,77,Low
BigCodeBench/349,BigCodeBench,5.822757399040183,97,High
BigCodeBench/350,BigCodeBench,5.994004667647451,91,High
BigCodeBench/351,BigCodeBench,5.833325210755079,76,High
BigCodeBench/352,BigCodeBench,5.872962116391175,167,High
BigCodeBench/353,BigCodeBench,5.954759238229196,84,High
BigCodeBench/354,BigCodeBench,5.6740793023011955,67,Low
BigCodeBench/355,BigCodeBench,5.987520391811562,154,High
BigCodeBench/356,BigCodeBench,5.7774820820191035,102,High
BigCodeBench/357,BigCodeBench,5.5896021052357,99,Low
BigCodeBench/358,BigCodeBench,5.986859554513293,89,High
BigCodeBench/359,BigCodeBench,5.231200234441707,56,Low
BigCodeBench/360,BigCodeBench,6.111528681151892,131,High
BigCodeBench/361,BigCodeBench,6.132106572533012,115,High
BigCodeBench/362,BigCodeBench,5.673983715469531,88,Low
BigCodeBench/363,BigCodeBench,5.914478374731997,79,High
BigCodeBench/364,BigCodeBench,5.639972741909314,77,Low
BigCodeBench/365,BigCodeBench,5.558364648336088,64,Low
BigCodeBench/366,BigCodeBench,5.719108676629643,93,Low
BigCodeBench/367,BigCodeBench,5.674109799659463,102,Low
BigCodeBench/368,BigCodeBench,5.2824842613426,54,Low
BigCodeBench/369,BigCodeBench,5.7338931507790365,75,Low
BigCodeBench/370,BigCodeBench,5.7678698272019835,102,High
BigCodeBench/371,BigCodeBench,5.429170379833643,59,Low
BigCodeBench/372,BigCodeBench,5.5609758039057935,60,Low
BigCodeBench/373,BigCodeBench,5.7566185682731845,74,High
BigCodeBench/374,BigCodeBench,5.308632440797385,55,Low
BigCodeBench/375,BigCodeBench,5.604104070322102,80,Low
BigCodeBench/376,BigCodeBench,5.834183719779185,80,High
BigCodeBench/377,BigCodeBench,5.37852441389348,64,Low
BigCodeBench/378,BigCodeBench,5.962711236843685,113,High
BigCodeBench/379,BigCodeBench,5.381359713524657,55,Low
BigCodeBench/380,BigCodeBench,5.115847010357805,46,Low
BigCodeBench/381,BigCodeBench,6.658662449003752,197,High
BigCodeBench/382,BigCodeBench,5.888719817171022,83,High
BigCodeBench/383,BigCodeBench,5.140672097289856,51,Low
BigCodeBench/384,BigCodeBench,6.231662855060648,176,High
BigCodeBench/385,BigCodeBench,5.928967525585622,115,High
BigCodeBench/386,BigCodeBench,5.6723133262687035,77,Low
BigCodeBench/387,BigCodeBench,6.3146842522037225,149,High
BigCodeBench/388,BigCodeBench,5.433798528024125,62,Low
BigCodeBench/389,BigCodeBench,5.356558335416674,54,Low
BigCodeBench/390,BigCodeBench,6.092221605645697,106,High
BigCodeBench/391,BigCodeBench,5.779646605573774,77,High
BigCodeBench/392,BigCodeBench,6.019521555824486,111,High
BigCodeBench/393,BigCodeBench,5.464626505623756,66,Low
BigCodeBench/394,BigCodeBench,5.194430789080314,54,Low
BigCodeBench/395,BigCodeBench,6.002938511336501,96,High
BigCodeBench/396,BigCodeBench,5.843988354961702,91,High
BigCodeBench/397,BigCodeBench,5.302211272500222,63,Low
BigCodeBench/398,BigCodeBench,5.069235677759418,48,Low
BigCodeBench/399,BigCodeBench,5.46163739358241,79,Low
BigCodeBench/400,BigCodeBench,6.018635858629225,132,High
BigCodeBench/401,BigCodeBench,5.949293242973566,86,High
BigCodeBench/402,BigCodeBench,5.938988697477491,103,High
BigCodeBench/403,BigCodeBench,5.93461563400539,111,High
BigCodeBench/404,BigCodeBench,5.6403115322251,80,Low
BigCodeBench/405,BigCodeBench,5.381727678869735,60,Low
BigCodeBench/406,BigCodeBench,5.957204178060996,114,High
BigCodeBench/407,BigCodeBench,5.775525054291929,99,High
BigCodeBench/408,BigCodeBench,5.487501884477195,66,Low
BigCodeBench/409,BigCodeBench,5.658292202670676,87,Low
BigCodeBench/410,BigCodeBench,5.930439333193641,103,High
BigCodeBench/411,BigCodeBench,5.527642470572459,60,Low
BigCodeBench/412,BigCodeBench,6.207754022736384,135,High
BigCodeBench/413,BigCodeBench,5.602868485103867,61,Low
BigCodeBench/414,BigCodeBench,5.655135122268766,74,Low
BigCodeBench/415,BigCodeBench,5.4793944564989205,77,Low
BigCodeBench/416,BigCodeBench,5.668159498057084,83,Low
BigCodeBench/417,BigCodeBench,6.569023237863512,213,High
BigCodeBench/418,BigCodeBench,6.3862899513328175,148,High
BigCodeBench/419,BigCodeBench,6.357919842892309,165,High
BigCodeBench/420,BigCodeBench,5.7547251345615456,91,High
BigCodeBench/421,BigCodeBench,6.040006304237076,110,High
BigCodeBench/422,BigCodeBench,5.505486189032705,69,Low
BigCodeBench/423,BigCodeBench,5.986681522237648,121,High
BigCodeBench/424,BigCodeBench,6.515010059054122,203,High
BigCodeBench/425,BigCodeBench,5.874247081865023,116,High
BigCodeBench/426,BigCodeBench,5.957726156837271,115,High
BigCodeBench/427,BigCodeBench,6.2022839933878195,103,High
BigCodeBench/428,BigCodeBench,5.909930856571329,102,High
BigCodeBench/429,BigCodeBench,5.451675703013553,66,Low
BigCodeBench/430,BigCodeBench,6.194430789080305,108,High
BigCodeBench/431,BigCodeBench,5.916310849185159,151,High
BigCodeBench/432,BigCodeBench,5.759229482244777,79,High
BigCodeBench/433,BigCodeBench,5.747191429566847,90,Low
BigCodeBench/434,BigCodeBench,6.824690893252877,209,High
BigCodeBench/435,BigCodeBench,6.007046280954644,77,High
BigCodeBench/436,BigCodeBench,5.771948768316716,81,High
BigCodeBench/437,BigCodeBench,5.3104430577190245,54,Low
BigCodeBench/438,BigCodeBench,5.600977614163111,82,Low
BigCodeBench/439,BigCodeBench,5.582644981137962,70,Low
BigCodeBench/440,BigCodeBench,6.260555794261861,130,High
BigCodeBench/441,BigCodeBench,5.652486244237263,92,Low
BigCodeBench/442,BigCodeBench,6.105187922419878,113,High
BigCodeBench/443,BigCodeBench,5.9441199369408855,94,High
BigCodeBench/444,BigCodeBench,5.67575050167767,77,Low
BigCodeBench/445,BigCodeBench,6.049165713333726,94,High
BigCodeBench/446,BigCodeBench,5.65625,64,Low
BigCodeBench/447,BigCodeBench,6.318270204503375,135,High
BigCodeBench/448,BigCodeBench,5.732289237493329,72,Low
BigCodeBench/449,BigCodeBench,6.0872169879308995,88,High
BigCodeBench/450,BigCodeBench,6.099946211143932,117,High
BigCodeBench/451,BigCodeBench,5.6795281015772465,84,Low
BigCodeBench/452,BigCodeBench,5.771696881374172,102,High
BigCodeBench/453,BigCodeBench,5.62791231482194,78,Low
BigCodeBench/454,BigCodeBench,5.972591001582721,122,High
BigCodeBench/455,BigCodeBench,5.769413651789069,90,High
BigCodeBench/456,BigCodeBench,5.934815098308575,114,High
BigCodeBench/457,BigCodeBench,6.027915356792805,113,High
BigCodeBench/458,BigCodeBench,6.410918824304638,186,High
BigCodeBench/459,BigCodeBench,5.555138022185503,72,Low
BigCodeBench/460,BigCodeBench,6.116049135370032,157,High
BigCodeBench/461,BigCodeBench,6.319421663773314,166,High
BigCodeBench/462,BigCodeBench,6.0370969687616896,118,High
BigCodeBench/463,BigCodeBench,6.076587279040644,109,High
BigCodeBench/464,BigCodeBench,6.103911792473154,95,High
BigCodeBench/465,BigCodeBench,6.346968745102838,135,High
BigCodeBench/466,BigCodeBench,6.0490968003718235,87,High
BigCodeBench/467,BigCodeBench,5.548107945083256,66,Low
BigCodeBench/468,BigCodeBench,5.716337363595167,92,Low
BigCodeBench/469,BigCodeBench,6.138875233524749,108,High
BigCodeBench/470,BigCodeBench,5.7735005833669995,81,High
BigCodeBench/471,BigCodeBench,5.187035390948684,51,Low
BigCodeBench/472,BigCodeBench,5.874927858842962,74,High
BigCodeBench/473,BigCodeBench,6.071098141994606,85,High
BigCodeBench/474,BigCodeBench,5.925968098866735,107,High
BigCodeBench/475,BigCodeBench,5.872068655470801,111,High
BigCodeBench/476,BigCodeBench,5.341770906681936,67,Low
BigCodeBench/477,BigCodeBench,6.369034104935915,121,High
BigCodeBench/478,BigCodeBench,5.401540463507997,62,Low
BigCodeBench/479,BigCodeBench,5.832212255373366,101,High
BigCodeBench/480,BigCodeBench,6.029226319919608,94,High
BigCodeBench/481,BigCodeBench,5.771142620598476,68,High
BigCodeBench/482,BigCodeBench,6.51491417331086,197,High
BigCodeBench/483,BigCodeBench,5.988254213599089,111,High
BigCodeBench/484,BigCodeBench,6.3687507607973695,125,High
BigCodeBench/485,BigCodeBench,6.076422432062967,123,High
BigCodeBench/486,BigCodeBench,5.857742804020478,106,High
BigCodeBench/487,BigCodeBench,6.397975154058409,155,High
BigCodeBench/488,BigCodeBench,5.516034497289551,81,Low
BigCodeBench/489,BigCodeBench,6.314421194909675,168,High
BigCodeBench/490,BigCodeBench,5.4687691807934495,57,Low
BigCodeBench/491,BigCodeBench,6.254370443936516,121,High
BigCodeBench/492,BigCodeBench,6.10637731681802,108,High
BigCodeBench/493,BigCodeBench,6.135696220471307,139,High
BigCodeBench/494,BigCodeBench,6.447141296776229,177,High
BigCodeBench/495,BigCodeBench,6.199242376221593,102,High
BigCodeBench/496,BigCodeBench,6.124895835336538,108,High
BigCodeBench/497,BigCodeBench,5.761881532128214,101,High
BigCodeBench/498,BigCodeBench,6.178356600334856,122,High
BigCodeBench/499,BigCodeBench,5.655692346441842,88,Low
BigCodeBench/500,BigCodeBench,5.880736270293024,103,High
BigCodeBench/501,BigCodeBench,6.0856285032465225,115,High
BigCodeBench/502,BigCodeBench,6.310622442211106,115,High
BigCodeBench/503,BigCodeBench,5.621197504026229,73,Low
BigCodeBench/504,BigCodeBench,5.6296689268583435,87,Low
BigCodeBench/505,BigCodeBench,5.653055907333273,80,Low
BigCodeBench/506,BigCodeBench,6.241288401898679,179,High
BigCodeBench/507,BigCodeBench,5.847443076929992,95,High
BigCodeBench/508,BigCodeBench,6.10233900191404,97,High
BigCodeBench/509,BigCodeBench,6.3864589065711925,181,High
BigCodeBench/510,BigCodeBench,5.72969167130456,85,Low
BigCodeBench/511,BigCodeBench,5.924756694457854,104,High
BigCodeBench/512,BigCodeBench,5.992107742358144,115,High
BigCodeBench/513,BigCodeBench,6.260132669015012,152,High
BigCodeBench/514,BigCodeBench,5.638309277703407,74,Low
BigCodeBench/515,BigCodeBench,5.857663367258938,104,High
BigCodeBench/516,BigCodeBench,6.224287825673143,111,High
BigCodeBench/517,BigCodeBench,5.8868421881310145,96,High
BigCodeBench/518,BigCodeBench,6.058413670568649,102,High
BigCodeBench/519,BigCodeBench,5.825289857076014,75,High
BigCodeBench/520,BigCodeBench,6.253725525256676,106,High
BigCodeBench/521,BigCodeBench,6.216085121392266,124,High
BigCodeBench/522,BigCodeBench,6.283195108439572,129,High
BigCodeBench/523,BigCodeBench,5.742371495179856,80,Low
BigCodeBench/524,BigCodeBench,6.063165400464269,114,High
BigCodeBench/525,BigCodeBench,6.027758746446056,115,High
BigCodeBench/526,BigCodeBench,5.827383644806508,81,High
BigCodeBench/527,BigCodeBench,6.120396783337818,138,High
BigCodeBench/528,BigCodeBench,5.972593488679072,99,High
BigCodeBench/529,BigCodeBench,5.8719076893435025,105,High
BigCodeBench/530,BigCodeBench,6.544960434784131,197,High
BigCodeBench/531,BigCodeBench,5.883330666800624,84,High
BigCodeBench/532,BigCodeBench,6.169718318186979,145,High
BigCodeBench/533,BigCodeBench,6.458322297422068,154,High
BigCodeBench/534,BigCodeBench,6.003906122083096,113,High
BigCodeBench/535,BigCodeBench,6.210505281529471,110,High
BigCodeBench/536,BigCodeBench,5.115847010357805,46,Low
BigCodeBench/537,BigCodeBench,5.74887226627855,96,Low
BigCodeBench/538,BigCodeBench,5.723420377983233,68,Low
BigCodeBench/539,BigCodeBench,6.056114158777081,112,High
BigCodeBench/540,BigCodeBench,5.863845463339592,79,High
BigCodeBench/541,BigCodeBench,6.085047620783501,124,High
BigCodeBench/542,BigCodeBench,6.101125871352202,95,High
BigCodeBench/543,BigCodeBench,5.171405583442498,52,Low
BigCodeBench/544,BigCodeBench,5.115847010357805,46,Low
BigCodeBench/545,BigCodeBench,5.319521298379636,54,Low
BigCodeBench/546,BigCodeBench,5.538909765557392,64,Low
BigCodeBench/547,BigCodeBench,5.1911407114179955,49,Low
BigCodeBench/548,BigCodeBench,5.090450622615567,55,Low
BigCodeBench/549,BigCodeBench,5.3800510871188845,69,Low
BigCodeBench/550,BigCodeBench,5.5286647985171395,73,Low
BigCodeBench/551,BigCodeBench,5.6767336819377725,72,Low
BigCodeBench/552,BigCodeBench,5.360975803905793,60,Low
BigCodeBench/553,BigCodeBench,6.127346414100339,108,High
BigCodeBench/554,BigCodeBench,5.8631827440769815,92,High
BigCodeBench/555,BigCodeBench,5.628055907333272,80,Low
BigCodeBench/556,BigCodeBench,5.871193166697602,84,High
BigCodeBench/557,BigCodeBench,5.987314740109763,118,High
BigCodeBench/558,BigCodeBench,5.51787391326855,69,Low
BigCodeBench/559,BigCodeBench,5.676377357452361,84,Low
BigCodeBench/560,BigCodeBench,5.690985193521223,78,Low
BigCodeBench/561,BigCodeBench,5.106603137064476,42,Low
BigCodeBench/562,BigCodeBench,6.2179653084163835,120,High
BigCodeBench/563,BigCodeBench,5.622798894965603,76,Low
BigCodeBench/564,BigCodeBench,5.831569285352279,97,High
BigCodeBench/565,BigCodeBench,5.802903919650739,88,High
BigCodeBench/566,BigCodeBench,5.621627378979979,78,Low
BigCodeBench/567,BigCodeBench,5.779413334024427,84,High
BigCodeBench/568,BigCodeBench,5.761255624793443,103,High
BigCodeBench/569,BigCodeBench,5.397206005725811,94,Low
BigCodeBench/570,BigCodeBench,5.506832812961888,65,Low
BigCodeBench/571,BigCodeBench,6.16214025251781,149,High
BigCodeBench/572,BigCodeBench,5.477124764701077,63,Low
BigCodeBench/573,BigCodeBench,5.9165402832871035,88,High
BigCodeBench/574,BigCodeBench,5.413716068381603,62,Low
BigCodeBench/575,BigCodeBench,5.716089757880627,78,Low
BigCodeBench/576,BigCodeBench,5.797965352772634,92,High
BigCodeBench/577,BigCodeBench,5.9214982718493845,111,High
BigCodeBench/578,BigCodeBench,5.969056122842938,93,High
BigCodeBench/579,BigCodeBench,6.139281042149107,133,High
BigCodeBench/580,BigCodeBench,6.225322371942475,139,High
BigCodeBench/581,BigCodeBench,5.393771968674958,61,Low
BigCodeBench/582,BigCodeBench,5.390272895264166,55,Low
BigCodeBench/583,BigCodeBench,5.917559906081533,131,High
BigCodeBench/584,BigCodeBench,6.045502569906844,136,High
BigCodeBench/585,BigCodeBench,6.064735178725513,120,High
BigCodeBench/586,BigCodeBench,5.626360120639479,116,Low
BigCodeBench/587,BigCodeBench,5.681830012962232,105,Low
BigCodeBench/588,BigCodeBench,6.163762676050142,116,High
BigCodeBench/589,BigCodeBench,6.023871487741579,106,High
BigCodeBench/590,BigCodeBench,6.314286704244662,152,High
BigCodeBench/591,BigCodeBench,6.015670887734529,99,High
BigCodeBench/592,BigCodeBench,5.716579689896744,71,Low
BigCodeBench/593,BigCodeBench,6.045357960653365,108,High
BigCodeBench/594,BigCodeBench,5.817371495179856,80,High
BigCodeBench/595,BigCodeBench,5.800014717624633,89,High
BigCodeBench/596,BigCodeBench,5.4651240784206,67,Low
BigCodeBench/597,BigCodeBench,5.675704882778696,64,Low
BigCodeBench/598,BigCodeBench,5.563183070078806,83,Low
BigCodeBench/599,BigCodeBench,5.63825383961303,73,Low
BigCodeBench/600,BigCodeBench,5.724071134222488,73,Low
BigCodeBench/601,BigCodeBench,5.625473446873701,90,Low
BigCodeBench/602,BigCodeBench,5.436731930947546,56,Low
BigCodeBench/603,BigCodeBench,5.470325342644939,62,Low
BigCodeBench/604,BigCodeBench,5.794379117772026,117,High
BigCodeBench/605,BigCodeBench,5.500169099751565,61,Low
BigCodeBench/606,BigCodeBench,4.984769618706745,38,Low
BigCodeBench/607,BigCodeBench,6.118156965524017,85,High
BigCodeBench/608,BigCodeBench,6.055663132640484,82,High
BigCodeBench/609,BigCodeBench,5.8455456016658385,91,High
BigCodeBench/610,BigCodeBench,6.285074606634961,102,High
BigCodeBench/611,BigCodeBench,5.9774137335339725,91,High
BigCodeBench/612,BigCodeBench,6.317481795998524,120,High
BigCodeBench/613,BigCodeBench,6.182109298800142,105,High
BigCodeBench/614,BigCodeBench,5.370254090432111,79,Low
BigCodeBench/615,BigCodeBench,5.916749814988363,78,High
BigCodeBench/616,BigCodeBench,6.390690903868279,123,High
BigCodeBench/617,BigCodeBench,6.3073549220575975,112,High
BigCodeBench/618,BigCodeBench,6.223111256409163,106,High
BigCodeBench/619,BigCodeBench,6.083688186714966,94,High
BigCodeBench/620,BigCodeBench,5.632072647643223,71,Low
BigCodeBench/621,BigCodeBench,5.2596788544099145,59,Low
BigCodeBench/622,BigCodeBench,5.473870277969194,73,Low
BigCodeBench/623,BigCodeBench,5.540616828193141,63,Low
BigCodeBench/624,BigCodeBench,5.666249133296614,72,Low
BigCodeBench/625,BigCodeBench,5.445159765557392,64,Low
BigCodeBench/626,BigCodeBench,5.422885785894006,66,Low
BigCodeBench/627,BigCodeBench,5.766948698502608,96,High
BigCodeBench/628,BigCodeBench,5.571860873964199,70,Low
BigCodeBench/629,BigCodeBench,5.496966990003134,59,Low
BigCodeBench/630,BigCodeBench,5.388759133144316,64,Low
BigCodeBench/631,BigCodeBench,5.510287172180454,83,Low
BigCodeBench/632,BigCodeBench,5.433681461495203,57,Low
BigCodeBench/633,BigCodeBench,5.841547631034827,84,High
BigCodeBench/634,BigCodeBench,5.802138842339155,97,High
BigCodeBench/635,BigCodeBench,5.750546669120312,82,Low
BigCodeBench/636,BigCodeBench,6.04635015475404,94,High
BigCodeBench/637,BigCodeBench,6.009855606956102,101,High
BigCodeBench/638,BigCodeBench,5.53682583169899,74,Low
BigCodeBench/639,BigCodeBench,5.55029265961667,70,Low
BigCodeBench/640,BigCodeBench,6.256237144333456,146,High
BigCodeBench/641,BigCodeBench,5.9285195015709835,87,High
BigCodeBench/642,BigCodeBench,5.7264640038583146,67,Low
BigCodeBench/643,BigCodeBench,5.951505537762556,92,High
BigCodeBench/644,BigCodeBench,5.188758439731456,50,Low
BigCodeBench/645,BigCodeBench,5.363827674383179,69,Low
BigCodeBench/646,BigCodeBench,5.56837127450035,65,Low
BigCodeBench/647,BigCodeBench,5.144508217079683,56,Low
BigCodeBench/648,BigCodeBench,5.165730252278475,49,Low
BigCodeBench/649,BigCodeBench,5.705758042451284,96,Low
BigCodeBench/650,BigCodeBench,5.153878288882024,63,Low
BigCodeBench/651,BigCodeBench,5.83170547438926,82,High
BigCodeBench/652,BigCodeBench,6.295581473722156,103,High
BigCodeBench/653,BigCodeBench,5.5651024011338786,71,Low
BigCodeBench/654,BigCodeBench,5.343690289200019,63,Low
BigCodeBench/655,BigCodeBench,6.478109913213223,148,High
BigCodeBench/656,BigCodeBench,5.979356145069394,98,High
BigCodeBench/657,BigCodeBench,5.712319091186711,68,Low
BigCodeBench/658,BigCodeBench,6.324386244438722,118,High
BigCodeBench/659,BigCodeBench,5.590571081259867,58,Low
BigCodeBench/660,BigCodeBench,5.692363331757462,74,Low
BigCodeBench/661,BigCodeBench,5.683276478958709,71,Low
BigCodeBench/662,BigCodeBench,5.336318803578981,53,Low
